"","GSPAR_IDS","ALTAR_ID","REPORT_YEAR","BASIN_NAME","SUBBASIN_NUMBER","SINGLE_MULTIPLE_AR","ANNUAL_REPORT_AREA","METHOD_USED","TOTAL_WATER_USE","WST_EXPLANATION","WST_GROUNDWATER","WST_OTHER","WST_RECYCLED_WATER","WST_REUSED_WATER","WST_SURFACE_WATER","WUS_AGRICULTURAL","WUS_EXPLANATION","WUS_INDUSTRIAL","WUS_MANAGED_RECHARGE","WUS_MANAGED_WETLANDS","WUS_NATIVE_VEGETATION","WUS_OTHER","WUS_URBAN","sum_used_up","total_water_and_other","total"
"207","196,236,262,269",NA,2022,"MADERA","5-022.06","Multiple Annual Reports","Entire Basin","Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",801680,"Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",647573,78710,176,0,46472,739747,"Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",0,226,0,19960,0,41440,801147,772931,-28216
"208","180",NA,2022,"MERCED","5-022.04","Single Annual Report","Entire Basin","Total water use is a simple sum (by sector) of the groundwater use and total surface water available for use. Groundwater use was calculated by a mixture of direct measurements, estimates from the MercedWRM, and estimates from Merced National Wildlife Refuge staff. Surface water diversions were measured directly.",1233079,"",882399,0,0,0,350680,1171202,"",0,0,10300,0,0,51578,1233080,1233079,-1
"209","",62,2022,"MISSION CREEK","7-021.02","Single Annual Report","Entire Basin","Metered wells and estimate of unmetered well use based on population in areas outside of municipal water service areas. Imported surface water from adjacent subbasin based on metered well and metered useage. ",14459,"",14234,0,0,0,225,685,"Undetermined but estimated to be mostly urban use by minimal pumpers who are not required to report producton to Coachella Valley Water District  (<25 AFY) or to Desert Water Agency (<10 AFY)",215,0,0,0,500,13059,14459,14459,0
"210","191",NA,2022,"MODESTO","5-022.02","Single Annual Report","Entire Basin","Groundwater volume was obtained by measurements provided by Agencies or Cities, and by estimates using the Groundwater model C2VSimTM. Surface water supply was obtained by measurements of Agencies, water rights (eWRIMS) data in conjunction with demands simulated by the C2VSimTM model.",650700,"",364100,0,0,0,286600,573300,"",0,0,0,0,0,77400,650700,650700,0
"211","212",NA,2022,"MONTEREY","3-004.10","Single Annual Report","Entire Basin","Based on metered urban and agricultural use, and estimated rural domestic use.",4687,"",4611,0,76,0,0,298,"Rural Domestic (includes parks and golf courses)",0,0,0,0,334,4055,4687,4687,0
"212","222",NA,2022,"MOUND","4-004.03","Single Annual Report","Entire Basin","Agricultural groundwater estimated based on numerical model inputs, surface water based on direct metered volumes and estimated from purchases, urban groundwater based on reported values from each district, native vegetation calculated using numerical model.",13543,"",12515,0,0,0,1028,3915,"",0,0,0,755,0,8873,13543,13543,0
"213","243",NA,2022,"NAPA VALLEY","2-002.01","Single Annual Report","Entire Basin","Methods used to determine total Subbasin water use include direct measurements made by meters, estimates developed using the Napa Valley Integrated Hydrologic Model, and other estimates made for direct measurements not yet available from other agencies at the time of report preparation. Due to the limited availability of some data obtained from other agencies, such as water use by small public water systems and surface water diversions reported to the SWRCB, Water Year 2022 water use estimates developed for this Annual Report are considered preliminary and subject to revision in subsequent annual reports and GSP updates. Please see the method descriptions provided in other sections of this  Annual Report submittal for additional information.",40302,"",25230,0,1220,0,13852,14865,"Self-Supplied Users (Domestic wells)",0,0,180,6260,3060,15940,40305,40302,-3
"214","",68,2022,"NILES CONE","2-009.01","Single Annual Report","Entire Basin","Water Use is metered or gaged by Agency and/or Water Source Type. ACWD sources include local surface water from the Alameda Creek Watershed (measured by stream gage), extracted groundwater (with non-ACWD wells metered through the Replenishment Assessment Program), SWP (metered), SFPUC (metered), Lake Del Valle (metered), and Semitropic Water Storage District (metered). Local surface water from the Alameda Creek Watershed, as well as some SWP and Semitropic Water Storage District water, was used for managed aquifer recharge, which is recovered as groundwater pumping and other groundwater demands. Therefore, the numerical Total Water Use (60,048 AF) is not a net water supply value. Water Use by Non-ACWD Owned/Operated Wells and the City of Hayward Distribution System (via SFPUC) are also metered.",60048,"Includes water imported from the SWP (2,473 AF), SFPUC (10,641 AF), Lake Del Valle (2,800 AF), Semitropic Water Storage District (8,449 AF), and the City of Hayward Distribution System (via SFPUC) (1,304 AF). Note that some SWP and Semitropic Water Storage District water was used for managed aquifer recharge, which is recovered as groundwater pumping and other groundwater demands.",19661,25666,0,0,14720,40,"""Non-Revenue Water"" (2,857 AF), ""Desal to SF Bay"" (3,012 AF), and ""ARP"" (66 AF) were added as Water Use Sectors to account for water that could not be appropriately categorized under SGMA water use sectors. ""Non-Revenue Water"" is the amount of water supplied to the ACWD distribution system less the summation of meter readings for which customers were billed. Non-Revenue Water includes non-billed consumption (fire flows, distribution system flushing, etc.) plus real and apparent losses. ""Desal to SF Bay"" is brine and brine dilution water discharged from the Desalination Facility as wastewater and discharged to San Francisco Bay. ""ARP"" is the Aquifer Reclamation Program. Groundwater classified under ""ARP"" is water extracted to improve basin water quality, but is not supplied to the Desalination Facility for potable reuse.",4940,14938,0,0,5935,34194,45109,60047,14938
"215","219",NA,2022,"NORTH AMERICAN","5-021.64","Single Annual Report","Entire Basin","Direct through meters and weirs, estimated by groundwater model",590430,"Remediation",292900,7300,2730,0,287500,389420,"Groundwater remediation pumping",58100,200,0,0,7300,135400,590220,590430,210
"216","179",NA,2022,"NORTH SAN BENITO","3-003.05","Single Annual Report","Entire Basin","Model Estimate for groundwater pumping",110279,"CVP",105787,3882,611,0,0,103324,"",0,0,0,0,0,6955,110279,110280,1
"217","197",NA,2022,"NORTH YUBA","5-021.60","Single Annual Report","Entire Basin","Groundwater extraction is estimated for Urban using metered data received from California Water Service Company for the City of Marysville, Agricultural and Rural Residential are estimated using the Yuba Groundwater Model (YGM), and Agricultural - Groundwater Substitution Transfers is based on metered data reported by the Member Units. Surface water is estimated using the YGM and is the amount of surface water diverted to meet agricultural demand. This includes the surface water consumptively used by the crop and the surface water that percolates to the groundwater system as part of the irrigation process. These surface water values differ from diverted amounts in that they do not include conveyance losses and operational flows (the amount diverted at the headgate but not used and spilled at a downstream location).",164323,"",65933,0,0,0,98390,161933,"Rural residential",0,0,0,0,590,1800,164323,164323,0
"218","382",NA,2022,"OWENS VALLEY","6-012.01","Single Annual Report","Entire Basin","OpenET; Totalizer; Unknown; Weir; Weirs and Flumes",129200,"",98326,0,0,0,30874,69672,"Tribes; power generation; LADWP operations (unspecified)",0,0,25418,10485,9549,14076,129200,129200,0
"219","239",NA,2022,"OXNARD","4-004.02","Single Annual Report","Entire Basin","meters, reported sales",97011,"",71932,0,404,0,24675,50581,"Domestic",0,11448,0,0,60,34922,85563,97011,11448
"220","",65,2022,"PAJARO VALLEY","3-002.01","Single Annual Report","Entire Basin","Total water use in the Pajaro Valley Basin during water year 2022 was 53,756 acre-feet. Surface water supply use is measured through direct measurement by flow meters that have an accuracy of +/- 1.5 % or estimated using a mass balance approach and measurement of inflows. Metered groundwater use is measured through direct measurement by flow meters that have an accuracy of +/- 5.0 %. For non-metered commercial production facilities, average annual demand is based off the adopted estimated annual water demand rates for the following land uses: residential (0.5 acre-feet per year [AFY] per dwelling unit), apple orchard (1.0 AFY per cultivated acre), greenhouse operation (4.0 AFY per cultivated acre), mushroom operation (1.5 AFY per 100 tons of mushrooms produced), golf course and other turf (3.2 AFY per acre), non-irrigated agriculture (0.0 AFY per acre), all other agriculture (2.5 AFY per cultivated acre), and all other commercial operations (1.5 AFY per 1.0 acre-feet of wastewater produced). If a non-metered commercial water production facility serves more than one land use, total annual water production of the facility shall be estimated as the sum of all such uses on the prorated basis of the indices established above. Total annual demand shall be presumed to be evenly divided between the period of January through June and the period of July through December. The annual water demand of a water production facility located on residential land and used for residential purposes only is estimated at 0.5 acre-feet per year per dwelling unit served. This demand is based on average annual water use data from rural residential water providers Aromas Water District, Central Water District, and San Andreas Mutual Water Company.",53756,"The Harkins Slough Managed Aquifer Recharge and Recovery Facility diverts surface water from Harkins Slough and conveys it to a recharge basin where it percolates into the surficial aquifer of the San Andreas Terrace located near the coast. PV Water utilizes a series of wells to recover recharged water and delivers it to coastal farms through the Coastal Distribution System.",49826,272,2857,0,801,43106,"Rural Residential - Unmetered residential water users in rural settings",810,801,0,0,1426,7612,52954,53756,802
"221","199",NA,2022,"PASO ROBLES AREA","3-004.06","Single Annual Report","Entire Basin","Combination of directly measured volumes from Metered Municipal Wells, Metered SW Deliveries, and estimated volumes using the Soil-Water Balance Model and Groundwater Model.",91492,"",87242,0,0,0,4250,80200,"Rural Domestic and Small Public Water System",0,0,0,0,5060,6232,91492,91492,0
"222","226",NA,2022,"PETALUMA VALLEY","2-001","Single Annual Report","Entire Basin","Direct metered for public water supply systems, including municipal, and industrial. Land use estimates for all other users.",11289,"",3345,0,1661,0,6283,2558,"Rural residential, non-municipal public water supply systems, unincorporated area commercial, and irrigated turf for unincorporated area golf courses, cemeteries, and playing fields",220,0,0,0,1707,6804,11289,11289,0
"223","217",NA,2022,"PIRU","4-004.06","Single Annual Report","Entire Basin","Electrical Efficiency, Estimated, Water Meter, Domestic, Estimated from previously reported diversions",11796,"",9522,0,0,0,2274,11437,"",0,0,0,0,0,359,11796,11796,0
"224","240",NA,2022,"PLEASANT VALLEY","4-006","Single Annual Report","Entire Basin","meters, reported sales",33869,"",16414,0,4732,0,12723,22011,"Domestic",0,0,0,0,87,11771,33869,33869,0
"225","277",NA,2022,"PLEASANT VALLEY","5-022.10","Single Annual Report","Entire Basin","Flowmeters-Direct",40100,"",36500,0,350,0,3500,36500,"",0,0,0,0,0,3500,40000,40350,350
"226","208",NA,2022,"RED BLUFF","5-021.50","Single Annual Report","Entire Basin","Where available, groundwater extraction and surface water supplies were quantified directly from measured and reported groundwater pumping, surface water diversions, and deliveries data. However, groundwater extraction data has historically been limited, particularly for privately-owned wells. Thus, a water budget approach has been used to estimate the remaining, unmeasured volume of groundwater extraction that has occurred to meet demand in the Subbasin. Water budget approach used in this Annual Report utilizes available geospatial data and information to quantify crop water demand, precipitation, and other parameters with pixel-scale resolution (30-meter (m) x 30 m), corresponding to the spatial resolution of satellite imagery used in developing these inputs. In addition to geospatial data, available surface water supply and groundwater extraction data is incorporated into the water budget by distributing that water out to specific regions where that water is used (e.g., surface water supplier service areas). Surface water supplies are reported directly from water supplier records or collected from publicly available sources (water rights diversion records, etc.) where available.",122815,"",122780,0,0,0,35,110035,"Rural Residential",0,0,0,5400,980,6400,122815,122815,0
"227","185",NA,2022,"SAN ANTONIO CREEK VALLEY","3-014","Single Annual Report","Entire Basin","Metered pumping volumes provided by municipal operator(s); WY 2022 Land IQ land use survey and WY 2022 OpenET evapotranspiration data; Google Earth aerial survey for rural domestic land use and published groundwater demand factors based on lot size (Tetra Tech, 2010).",22200,"",22200,0,0,0,0,19200,"Rural Domestic",0,0,0,0,170,2870,22240,22200,-40
"228","272",NA,2022,"SAN JACINTO","8-005","Single Annual Report","Entire Basin","Combination of metered and estimated usage",111855,"",23909,0,21616,0,66330,18987,"Recycled water used for landscape irrigation and other unspecified applications. ",0,0,4885,0,5294,82689,111855,111855,0
"229","205",NA,2022,"SAN LUIS OBISPO VALLEY","3-009","Single Annual Report","Entire Basin","Surface water is used for municipal purposes by the City of San Luis Obispo, and sources are metered. Small public water systems' groundwater use is metered. Rural domestic groundwater use was estimated based on water use factors and aerial imagery. Agricultural groundwater extractions were estimated using the soil-water balance model.",11849,"",6360,0,0,0,5489,5070,"Small public water systems and rural domestic",0,0,0,0,1290,5489,11849,11849,0
"230","265",NA,2022,"SAN PASQUAL VALLEY","9-010","Single Annual Report","Entire Basin","Groundwater production data and pumping estimates were based on modeled estimates for similar water year types. In addition, a small amount of water is imported from the City of Escondido and one agricultural parcel is irrigated with groundwater from a well outside the Basin (see Appendix I of the GSP). ",6424,"Imported Applied Water",6359,65,0,0,0,6356,"",0,0,0,0,0,3,6359,6424,65
"231","",60,2022,"SANTA CLARA","2-009.02","Single Annual Report","Entire Basin","Metered (most use) or estimated using table of average uses or crop factors (estimated groundwater use). Note - Industrial use for all water sources except recycled water is grouped with municipal use under Urban water use sector. The distribution of 14,400 AF of recycled water in the various water use sectors is based on the distribution ratio from 2021 data because the 2022 data is not available yet. Note - Industrial use for all water sources except recycled water is grouped with municipal use under Urban water use sector. The distribution of 14,400 AF of recycled water in the various water use sectors is based on the distribution ratio from 2021 data because the 2022 data is not available yet.",237400,"",81000,0,14400,0,142000,3870,"",5990,70000,0,0,0,227540,237400,237400,0
"232","183",NA,2022,"SANTA CLARA RIVER VALLEY EAST","4-004.07","Single Annual Report","Entire Basin","All water sources and water use sectors are metered, except for the rural domestic groundwater use sector. ",78576,"",38683,0,335,0,39558,11815,"Rural domestic use was estimated at 500 AF. A small public water system (non-urban) recorded use of 2,322 AF. Golf courses used 343 AF. An additional 497 AF was used for groundwater quality remediation pumping.",0,0,0,0,3662,63099,78576,78576,0
"233","200",NA,2022,"SANTA CRUZ MID-COUNTY","3-001","Single Annual Report","Entire Basin","Municipal groundwater use is metered. Soquel Creek WD surface water use is metered. City of Santa Cruz surface water use is estimated based on total City of Santa Cruz metered water demand proportioned in the Santa Cruz Mid-County Basin by land use. Private domestic, agricultutal, and institutional groundwater uses are estimated based on land use.",8695,"",5101,0,0,0,3594,406,"private domestic and institutional",0,0,0,0,934,7354,8694,8695,1
"234","250",NA,2022,"SANTA MARGARITA","3-027","Single Annual Report","Entire Basin","Municipal groundwater and surface water use is metered. Private domestic, private non-domestic, and industrial groundwater uses are estimated based on land use. Recycled water use is metered by SVWD. ",3719,"Imported for small water system use from neighboring basin.",2485,38,174,0,1022,0,"small water system, private domestic, and non-domestic uses including landscaping and landscape pond filling",25,0,0,0,505,3189,3719,3719,0
"235","252",NA,2022,"SANTA MONICA","4-011.01","Single Annual Report","Entire Basin","Total water use is the combination of reported groundwater extractions, estimated groundwater extractions, and estimated imported water use. ",65152,"",7280,0,2864,0,56192,0,"Groundwater extracted for remediation of groundwater contamination.",0,0,0,0,175,64977,65152,66336,1184
"236","235",NA,2022,"SANTA ROSA PLAIN","1-055.01","Single Annual Report","Entire Basin","Direct metered for public water supply systems, including municipal. Land use estimates for all other users.",45605,"",18638,0,5945,0,21022,11107,"Rural residential, non-municipal public water supply systems, unincorporated area commercial, and irrigated turf for unincorporated area golf courses, cemeteries, and playing fields",0,0,0,0,8467,26031,45605,45605,0
"237","213,214,274",NA,2022,"SANTA YNEZ RIVER VALLEY","3-015","Multiple Annual Reports","Entire Basin","Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",56384,"Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",42560,0,0,0,13822,26070,"Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",0,0,0,0,0,8740,34810,56382,21572
"238","178",NA,2022,"SCOTT RIVER VALLEY","1-005","Single Annual Report","Entire Basin","Sum of surface and groundwater use. ",56000,"",30000,0,0,0,26000,29000,"Surface water use is not divided into water use sectors and is estimated as a total value. ",0,0,0,0,26000,1000,56000,56000,0
"239","177",NA,2022,"SHASTA VALLEY","1-004","Single Annual Report","Entire Basin","Groundwater flow model output, urban population per capita water use, Watermaster records",88400,"",38000,0,0,0,50400,84900,"",0,0,0,0,0,3500,88400,88400,0
"240","218",NA,2022,"SIERRA VALLEY","5-012.01","Single Annual Report","Entire Basin","Totalizer, Estimated from model results and reported diversion data, Estimated from previously reported diversions, Weir",32075,"",11484,0,0,0,20591,31357,"",0,0,0,0,0,718,32075,32075,0
"241","251",NA,2022,"SOLANO","5-021.66","Single Annual Report","Entire Basin","Total water use was calculated from model estimates and direct meter readings",700000,"",230000,0,0,8100,470000,610000,"",0,0,43000,8100,0,37000,698100,708100,10000
"242","234",NA,2022,"SONOMA VALLEY","2-002.02","Single Annual Report","Entire Basin","Direct metered for public water supply systems, including municipal. Land use estimates for all other users.",11446,"",6679,0,1358,0,3409,5639,"Rural residential, non-municipal public water supply systems, unincorporated area commercial, and irrigated turf for unincorporated area golf courses, cemeteries, and playing fields",0,0,0,0,2448,3359,11446,11446,0
"243","224",NA,2022,"SOUTH AMERICAN","5-021.65","Single Annual Report","Entire Basin","Groundwater extraction estimate for Municipal Wells was provided by the Municipal purveyers in the basin. Groundwater extractions for agricultural and agricultural residential water users were estimated by the Cosumnes-South American-North American (CoSANA) model based on factors including land use, evapotranspiration, and precipitation. The Cosumnes-South American-North American Integrated Water Resources Model (CoSANA) is a regional integrated water that covers the North American Subbasin (NASb), South American Subbasin (SASb), and the Cosumnes Subbasin (CoSb). CoSANA is built on the Integrated Water Flow Model (IWFM) framework, and is developed with specific features to support development of sustainable groundwater management strategies and policies and compliance with SGMA.",338300,"Remediation",183900,20500,0,0,133900,174500,"",0,0,0,0,0,143400,317900,338300,20400
"244","198",NA,2022,"SOUTH YUBA","5-021.61","Single Annual Report","Entire Basin","Groundwater extraction is estimated for Urban using metered data reported by the Beale Air Force Base, Linda County Water District, Olivehurst Public Utilities District, and City of Wheatland. Agricultural (excluding Agricultural - Plumas Mutual Water Company) and Rural Residential groundwater extractions are estimated using the Yuba Groundwater Model (YGM). Agricultural - Groundwater Substitution Transfers is based on metered data reported by the Member Units. Agricultural - Plumas Mutual Water Company and Plumas Mutual Water Company - Groundwater Transfers are based on metered data reported by Plumas Mutual Water Company. Surface water is estimated using the YGM and is the amount of surface water diverted to meet agricultural demand. This includes the surface water consumptively used by the crop and the surface water that percolates to the groundwater system as part of the irrigation process. These surface water values differ from diverted amounts in that they do not include conveyance losses and operational flows (the amount diverted at the headgate but not used and spilled at a downstream location).",189110,"",107960,0,0,0,81150,174490,"Rural residential",0,0,0,0,2220,12400,189110,189110,0
"245","227",NA,2022,"SUTTER","5-021.62","Single Annual Report","Entire Basin","Combination of direct and estimated volumes reported by the nine Sutter Subbasin GSAs and C2VSimFG-Sutter model.",496100,"Groundwater substitution transfers reported by Butte Water District, Garden Highway Mutual Water Company, and Sutter Extension Water District.",169500,10200,0,22700,293700,427700,"Groundwater substitution transfers reported by Butte Water District, Garden Highway Mutual Water Company, and Sutter Extension Water District.",200,0,34200,0,10200,23800,496100,496100,0
"246","",69,2022,"TAHOE SOUTH","6-005.01","Single Annual Report","Entire Basin","Groundwater production data provided by the South Tahoe Public Utility District, Tahoe Keys Water Company, Lukins Brother Water Company and Lakeside Park Associoation. This is believed to represent more than 90% of the groundwater extracted on an annual basis from the TVS Subbasin.",5111,"",5111,0,0,0,0,0,"",0,0,0,0,0,5111,5111,5111,0
"247","220",NA,2022,"TEMESCAL","8-002.09","Single Annual Report","Entire Basin","Meters, import Water, Model",37447,"",15472,0,3714,0,18261,98,"",444,0,0,0,0,36905,37447,37447,0
"248","230",NA,2022,"TRACY","5-022.15","Single Annual Report","Entire Basin","Metered, Estimated",156765,"",28586,0,527,0,127652,123981,"Remediation",519,1519,0,0,1038,29708,155246,156765,1519
"249","255",NA,2022,"TULARE LAKE","5-022.12","Single Annual Report","Entire Basin","Sum of surface water deliveries, groundwater extraction, and effective precipitation.",851315,"",549066,0,0,0,204458,818965,"Rural Domestic",0,0,0,0,8190,24160,851315,753524,-97791
"250","258,263,264,266,267,268",NA,2022,"TULE","5-022.13","Multiple Annual Reports","Entire Basin","Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",1197750,"Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",719338,262007,5830,1300,207490,1083958,"Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",0,49069,0,0,40140,18917,1143015,1195965,52950
"251","248",NA,2022,"TULELAKE","1-002.01","Single Annual Report","Entire Basin","Combination of direct measurement and estimates.",79200,"",43800,0,0,0,35400,78900,"",0,0,0,0,0,300,79200,79200,0
"252","225",NA,2022,"TURLOCK","5-022.03","Single Annual Report","Entire Basin","Groundwater volume was obtained by measurements provided by local agencies, and by estimates using the groundwater model C2VSimTM. 
Surface water supply was obtained by measurements provided by local agencies and water rights (eWRIMS) data in conjunction with demands simulated by the C2VSimTM model.
Recycled water supply was obtained by measurements provided by local agencies and Hilmar Cheese Company.",887100,"",554400,0,25700,0,307000,848900,"",0,0,0,0,0,38200,887100,887100,0
"253","228",NA,2022,"UKIAH VALLEY","1-052","Single Annual Report","Entire Basin","IDC model estimates for agricultural use, measured amounts for municipal, non-municipal domestic, and recycled water use. Note: IDC results for agricultural use of surface and groundwater were added to recycled water volumes known to have been diverted to agricultural use to produce the total volume of water used by the Ag Sector in this spreadsheet. ",20122,"",5422,0,2377,0,12323,13772,"Non-municipal domestic use is measured by members of the Upper Russian River Water Agency, which is a Joint Powers Authority that includes small water agencies that deliver water to customers that include agricultural, industrial, commercial, and domestic users",0,1467,0,0,2804,2079,18655,20122,1467
"254","256",NA,2022,"UPPER SAN LUIS REY VALLEY","9-007.01","Single Annual Report","Entire Basin","Based on reported pumping, imported water use, and surface water diversion data. Estimated based on ET and modeled agricultural pumping based on land use, crop type, and crop demand published by San Diego County, estimated from previously published estimates of water use on tribal lands. Individual assumptions provided in Groundwater Extraction Methods and Surface Water Supply upload fields.",19688,"",14350,0,0,0,5338,15052,"Surface water spreading in catchment basin",0,0,0,2126,9,2501,19688,19688,0
"255","189",NA,2022,"UPPER VALLEY AQUIFER","3-004.05","Single Annual Report","Entire Basin","Groundwater extraction were received from MCWRA and filtered by location for the Upper Valley Aquifer Subbasin. The same process was followed for surface water diversions were downloaded from the SWRCB via eWRIMS. Many growers and residents noted that some irrigation is reported both to SWRCB as surface water diversions and to MCWRA as groundwater pumping. To avoid double counting, all surface water reported as a Statement of Diversion and Use are excluded from the total surface water use. In WY 2022, about 69,100 AF/yr. of the surface water diversions reported to eWRIMS were reported as a Statement of Diversion and Use and 0 AF/yr. were reported as Appropriative. Recycled water numbers are from Chevron's San Ardo Oil Field where some of the water generated during oil production is first treated using a reverse osmosis plant, then by constructed wetlands before being discharged into a recharge basin. ",127300,"",125900,0,1400,0,0,123100,"",1400,0,0,0,0,2800,127300,127300,0
"256","238",NA,2022,"UPPER VENTURA RIVER","4-003.01","Single Annual Report","Entire Basin","Agricultural groundwater estimated based on numerical model inputs, surface water based on direct metered volumes and estimated from purchases, urban groundwater based on reported values from each district, native vegetation calculated using numerical model.",3212,"Estimated domestic pumping",1709,204,0,0,1503,505,"",0,0,0,888,0,1615,3008,3416,408
"257","245",NA,2022,"VINA","5-021.57","Single Annual Report","Entire Basin","Methods used are a combination of estimates based on land use and population/per capita water use, metered municipal water use, and estimates based on historic water rights data for dry and critical years",375200,"",354700,0,0,0,20500,274300,"Rural Residential",0,0,0,76000,2600,22300,375200,375200,0
"258","233",NA,2022,"WESTSIDE","5-022.09","Single Annual Report","Entire Basin","Groundwater extraction from metered wells and monthly surface water delivery records from USBR",765000,"",608000,0,0,0,157000,760000,"Small water systems (3948 AF) and Domestic wells (82 AF)",0,0,197,0,4030,910,765137,765000,-137
"259","271",NA,2022,"WHITE WOLF","5-022.18","Single Annual Report","Entire Basin","Total water use is equal to the sum of total estimated groundwater extraction, the total surface water supplies, and total applied recycled water.",99540,"",60200,0,83,0,39256,95865,"",0,0,0,0,0,4277,100142,99539,-603
"260","246",NA,2022,"WYANDOTTE CREEK","5-021.69","Single Annual Report","Entire Basin","Where available, groundwater extraction and surface water supplies were quantified directly from measured and reported groundwater pumping, surface water diversions, and deliveries data. However, groundwater extraction data has historically been limited, particularly for privately-owned wells. Thus, a water budget approach has been used to estimate the remaining, unmeasured volume of groundwater extraction that has occurred to meet demand in the Subbasin. water budget approach used in this Annual Report utilizes available geospatial data and information to quantify crop water demand, precipitation, and other parameters with pixel-scale resolution (30-meter (m) x 30 m), corresponding to the spatial resolution of satellite imagery used in developing these inputs. In addition to geospatial data, available surface water supply and groundwater extraction data is incorporated into the water budget by distributing that water out to specific regions where that water is used (e.g., surface water supplier service areas). Surface water supplies are reported directly from water supplier records or collected from publicly available sources (water rights diversion records, etc.) where available.",98200,"",82000,0,0,0,16200,54400,"Rural Residential",0,0,0,37600,1500,4700,98200,98200,0
"261","231",NA,2022,"YOLO","5-021.67","Single Annual Report","Entire Basin","An assessment of the Yolo Subbasin water budget was conducted using the YSGA Model developed by Stockholm Environment Institute (SEI). Additional details about the YSGA Model can be found in the Water Budget  and Model Documentation  Appendices to the Yolo Subbasin GSP. ",533772,"",348864,0,0,0,184908,493954,"",0,0,0,0,0,39818,533772,533772,0
"262","194",NA,2022,"YUCAIPA","8-002.07","Single Annual Report","Entire Basin","Groundwater extractions for municipal use are metered using in-line flow propeller and digital totalizers; groundwater extractions via native vegetation are estimated using a numerical model; imported SWP water volumes are purchased and metered on delivery; imported groundwater pumped from outside the Subbasin is metered; recycled water delivery by YVWD is metered; and reused water is treated water from YVRWFF that is discharged to spreading basins. The delivery of the reused water to the spreading basins is metered.",22713,"Imported groundwater from wells operating outside the Plan Area.",15191,736,1948,0,4836,889,"",0,0,0,3736,0,18087,22712,22711,-1
"263","359",NA,2023,"180/400 FOOT AQUIFER","3-004.01","Single Annual Report","Entire Basin","Groundwater extraction data was recieved from MCWRA and were filtered by location for the 180/400 Foot Aquifer Subbasin. The groundwater extraction total is inclusive of rural domestic pumping which was estimated multiplying the approximate number of domestic users by 0.39 AF/yr. Salinas River Diversion Facility (SRDF) Salinas River diversions and recycled water use numbers from from the Salinas Valley Reclamation Project (SVRP) were received from Monterey One Water. Addtional surface water diversions were downloaded from the SWRCB via eWRIMS and were filtered by location for the 180/400 Foot Aquifer Subbasin. Many growers and residents noted that some irrigation is reported both to SWRCB as surface water diversions and to MCWRA as groundwater pumping. To avoid double counting, all surface water reported as a Statement of Diversion and Use are excluded from the total surface water use. In other words, the total surface water use includes the SRDF river diversions, which were 7,300 AF/yr. in WY 2023, and appropriative surface water diversions reported to eWRIMS. In WY 2023, approximately 6,300 AF/yr. of the surface water diversions reported to eWRIMS were were reported as a Statement of Diversion and Use and approximately 1,100 AF/yr. were reported as Appropriative. The recycled water total is made up of water from SVRP. Recycled water from the California American Water Indian Springs Reclamation Facility that is used in California Water Service Salinas Hills Water System is minimal (~30 AF/yr based on previous years) and is not included in this calcuation. ",113600,"",95600,0,9600,0,8400,102400,"This includes estimated Rural Domestic water use.",0,0,0,0,200,11000,113600,113600,0
"264","332",NA,2023,"ANDERSON","5-006.03","Single Annual Report","Entire Basin","Direct measurement via flowmeters and estimates from EAGSA model.",99483,"",17979,0,0,0,81504,85383,"",0,0,0,3000,0,11100,99483,99483,0
"265","367",NA,2023,"ANTELOPE","5-021.54","Single Annual Report","Entire Basin","Methods used are a combination of estimates based on land use and population/ per capita water use, metered municipal water use, and estimates based on historic water rights data for dry and critical years",27000,"",18000,0,0,0,9000,26000,"Rural Residential",0,0,0,0,300,400,26700,27000,300
"266","338",NA,2023,"ARROYO SANTA ROSA VALLEY","4-007","Single Annual Report","Entire Basin","Agricultural groundwater estimated based on numerical model inputs, ratio of M&I groundwater to surface water used in the basin is estimated based on district-wide supplies, urban groundwater based on reported values by Camrosa Water District.",4125,"Estimated domestic pumping",2651,3,0,0,1474,2875,"",0,0,0,0,0,1247,4122,4128,6
"267","361",NA,2023,"ATASCADERO AREA","3-004.11","Single Annual Report","Entire Basin","For water year 2023 quantification of total water use was completed through reporting of metered water production data from municipal wells, metered surface water use, and from models used to estimate agricultural crop water supply requirements. In addition, rural water use and small commercial public water system use was estimated.",15100,"",14100,0,0,0,996,3100,"Public Water System and Rural Domestic",0,0,0,0,1272,10735,15107,15096,-11
